zone_id,temperature,wind_speed,pressure,fish_density,risk_level
zone3,25.391060998990294,38.466369960476655,1011.9984397587632,Low,DANGER
zone5,29.339345097660075,9.299152336738475,1006.7432155310408,High,SAFE
zone4,28.733196492193695,4.744748290752611,1007.3569165912512,High,SAFE
zone5,26.12024042734529,13.080919301187556,1012.9318200937755,High,SAFE
zone3,26.972266165326612,19.544139836445023,1016.1914153571681,High,SAFE
zone3,25.881572956222097,22.433394493226917,1010.1063578836803,Low,WARNING
zone4,27.874641805453656,17.587639421436702,1011.5441650629948,High,WARNING
zone2,29.910284641002477,23.520553965142966,1018.5110747231762,Medium,WARNING
zone2,26.028547907328914,7.48460575809556,1011.2037658974428,High,SAFE
zone5,29.00809303103569,34.437646040732595,1023.008415570902,High,WARNING
zone1,26.93948476325512,19.178488216074314,1012.8275482281578,Medium,SAFE
zone5,26.414254335475313,31.172958315881274,1001.1961862042209,High,SAFE
zone4,27.785939280090883,23.427253463777042,1013.7667081055226,High,DANGER
zone4,25.92951535516125,24.56753219153784,1011.9057919244138,Medium,WARNING
zone4,26.892701389305635,25.69767280232204,1016.4487637704137,High,SAFE
zone4,25.6042442148223,24.477085600173147,1013.3659067563498,Low,WARNING
zone4,31.929450265832777,26.42722759867544,1009.3077200800811,Low,WARNING
zone3,28.07052710394346,33.29152530132431,1003.8785088185532,Medium,DANGER
zone2,26.60054898401483,21.965211697014702,1008.9548837135699,Medium,WARNING
zone4,28.427959821468445,27.090037575885123,1005.7473977289535,High,DANGER
zone1,27.775343900618342,19.102643057127732,1007.0973827509764,High,SAFE
zone1,27.558060800933553,34.40117215449473,1012.942892022103,High,WARNING
zone1,29.22833340008685,13.236076979407303,1018.3495225217571,High,SAFE
zone1,29.51501542009461,38.00940432910816,1011.9733576491149,Low,DANGER
zone3,26.938997704778945,19.598420493556567,1004.0205846898241,Low,SAFE
zone1,26.84836351871064,5.692248978819519,1012.2230133411007,High,SAFE
zone4,27.44989660569671,21.281044149107892,1015.9831574332283,High,WARNING
zone5,23.39615767052883,13.189483425251192,1006.9510854784031,High,SAFE
zone1,24.969617875602896,28.40643548988724,1009.3299141666354,Medium,WARNING
zone3,30.73374853488905,13.473760206976092,1010.073440973646,High,SAFE
zone3,31.28993542700257,15.538165667852203,1006.0755084345888,High,WARNING
zone1,27.501927920887244,1.104592690544692,1013.2414021692193,High,SAFE
zone5,29.153113926111534,15.476936807509233,1009.3952592569611,High,WARNING
zone1,28.622500309087073,-4.238793266289566,1012.0976622195351,High,SAFE
zone3,34.15776161691048,4.160971765142767,1005.5625391109895,High,SAFE
zone2,30.23914982286915,27.604146561442974,1007.8127084983829,High,DANGER
zone4,27.744164817038467,27.858001586508323,1013.6119067891389,Medium,WARNING
zone3,26.088919118799147,24.254575617849646,1008.1358342395412,High,DANGER
zone1,24.787107359484857,10.33023856870787,1018.634819256167,High,SAFE
zone4,28.406927271734446,19.5228864385802,1008.001819071927,Low,WARNING
zone1,26.487298509431394,19.963974609094315,1011.1234236287594,Low,SAFE
zone1,25.15549258080465,8.416353108074572,1014.6629541593654,High,SAFE
zone2,26.706854231514946,35.0339830176715,1002.9081713353348,Medium,DANGER
zone4,25.83690399277121,28.773622905756714,1001.1959559400962,Medium,SAFE
zone4,31.374283270145128,17.79035826170336,1002.3717184271495,High,SAFE
zone2,29.7632795138989,20.268858389945308,1016.3129205171359,Low,DANGER
zone3,27.984054717366764,22.083828079475524,1007.2407092705378,Medium,SAFE
zone1,30.959888277780053,-0.4173486842429064,1022.7909964283413,High,SAFE
zone5,28.154736615295235,17.528226174794032,1007.1787620067131,High,DANGER
zone1,26.277431597343472,13.180157520022014,1010.9227565159852,High,SAFE
zone1,31.046248154539313,9.983799901050844,1017.7105497628394,High,SAFE
zone3,29.077820087369318,17.188997071140452,1020.0304644407956,High,SAFE
zone1,25.925507691347086,37.976865268495224,1020.307517883182,Low,DANGER
zone2,27.619322643832785,26.4084286126701,1016.0418311529658,Low,DANGER
zone2,26.248763493230484,14.288210102172032,1015.1203126290574,High,SAFE
zone4,25.234400538071327,25.725827813561587,1012.962634746006,High,WARNING
zone5,29.85235509506328,33.99355436586002,1013.8918053808331,Low,SAFE
zone1,31.81883328094026,29.24633682912769,1007.2440714183573,High,DANGER
zone1,25.202864852361717,20.59630369920174,1005.9090055828884,Low,SAFE
zone3,29.12593847338114,13.530632222944261,1009.9831277129452,High,SAFE
zone2,26.698714861756347,26.9822331361359,1009.1490768873754,Low,WARNING
zone5,27.02574923247061,23.934853854217497,1007.7338597533636,Medium,DANGER
zone4,26.81521215152226,28.951932200277323,1013.4819372372835,Low,DANGER
zone2,26.272018460640368,26.351718016819696,1014.7765260428525,Low,DANGER
zone4,28.097043255889655,30.49552715319335,1010.4420344314592,High,WARNING
zone3,26.338099767177923,14.64764788439432,1017.3876504052763,High,SAFE
zone3,28.540913651559677,33.173940656343255,1004.2915544293325,Low,WARNING
zone1,27.899523781101728,21.975996046923996,1009.0317027036014,Medium,WARNING
zone5,27.52210390626718,40.75260872625265,1006.415888396986,Medium,DANGER
zone4,26.184872675916804,13.108121819104321,1000.6673169146347,High,SAFE
zone2,26.846457338863335,37.359638031652494,1009.5865965707865,Medium,DANGER
zone3,29.51078245165151,21.97910783462648,1009.3912624580836,Low,DANGER
zone1,29.001834375248762,13.485819963855516,1017.5672487162107,High,SAFE
zone1,26.044889510402896,15.161141659456785,1013.1540584227739,Low,WARNING
zone4,28.19866461085845,16.7965269180568,1004.879065878354,High,SAFE
zone3,29.502774246743577,24.241659464019165,1019.2704628316709,High,DANGER
zone5,24.66118943775726,25.228354880354996,1016.1051684776268,High,DANGER
zone3,29.08672038475987,14.26299996061421,1012.9104885173431,High,SAFE
zone4,26.674752482108307,19.75645407739017,1008.8675795057509,Medium,WARNING
zone4,29.14119733718632,41.42270358611864,1005.2028038163826,Low,DANGER
zone3,26.473481686914965,37.275431701007115,1008.1389661196447,Low,DANGER
zone4,24.39023579867096,24.363236696740323,1015.4437430985209,Low,SAFE
zone3,24.744915124233675,20.380034781682003,1019.4229315296731,High,WARNING
zone2,28.096169893322763,21.20031326718261,1017.7162176413609,Medium,WARNING
zone3,28.519445003442964,26.135179727304166,1007.5557528910687,Low,DANGER
zone3,26.191366749791182,9.772074348015945,1004.4019128335549,High,SAFE
zone4,29.27718491755475,17.426234625766547,1010.7044312345561,High,SAFE
zone4,24.67695987546208,3.3141592612241055,1001.1578031721857,High,SAFE
zone1,27.867840402705365,23.992231226052795,1011.6158385709239,Medium,DANGER
zone1,25.577967600475088,26.471959397027412,1009.2619870685066,High,SAFE
zone2,26.69632778439568,15.16813537700626,1007.6698174906588,Medium,DANGER
zone1,28.094797342632827,35.73986763290033,1002.026484663666,Low,DANGER
zone3,26.279173269432096,7.742343369976588,1012.5680005328486,High,SAFE
zone4,27.23088891154035,5.356251197901798,1007.3364958016905,High,SAFE
zone1,30.01258561842888,22.24451818559972,1004.1504158214485,High,WARNING
zone1,26.846216260953703,30.470983026121544,995.6386889335918,High,SAFE
zone2,29.671384224130282,36.83927691457869,1009.8624254747468,Medium,DANGER
zone2,25.740586290684764,15.4111573713106,1018.8612579833488,Medium,WARNING
zone3,29.059608355830566,30.78680833431296,1018.3062960727393,Medium,SAFE
zone4,30.8831372413158,19.614915304992927,1007.7145187170686,High,WARNING
zone2,23.05671099974542,18.273727000591805,1006.9889396981911,Low,DANGER
zone1,26.406209489059048,28.836599374866722,1012.3438712803751,Low,DANGER
zone4,29.15414425436108,26.523228784134197,1005.0080728040585,Medium,SAFE
zone4,27.593909227914015,4.236078430157505,1011.5089594990974,High,SAFE
zone1,28.742291746742616,34.76540349725896,1013.8304013919235,Low,WARNING
zone2,26.792029626568358,33.800913541474515,1016.1346661194216,Low,DANGER
zone1,28.1731795749458,13.744372984904706,1009.4992296176002,High,SAFE
zone4,27.68864552921584,23.95803533437409,1008.9816312491151,Medium,WARNING
zone5,30.335564123319614,24.94030186282739,1005.6100870662171,Low,SAFE
zone5,28.508841686602427,22.60673765823907,1005.8655982298008,High,DANGER
zone3,28.675205324150404,14.496948461545799,1008.8676055404924,High,SAFE
zone1,27.176246067755066,13.283766320619485,1011.8368275340808,High,SAFE
zone1,27.024787551855013,19.744459290085548,1014.5679231311663,Low,DANGER
zone3,27.134883624360757,31.727290192593646,1005.9841052465982,Low,SAFE
zone3,28.788904284756594,25.436001545944322,1017.4634428447976,Low,SAFE
zone3,27.158031038359475,16.29385667913894,1008.6443819947872,High,WARNING
zone4,28.579549713792826,27.716987106483447,1009.8931635282578,Low,SAFE
zone1,32.15080159729088,-8.485426206300755,1006.2639416042609,High,SAFE
zone4,29.742249406863383,31.487657003721033,997.8787986986353,High,DANGER
zone3,27.347952935664317,2.602862212219005,1014.4202269818053,High,SAFE
zone1,30.40242784432789,16.375590585968677,1013.6842194854622,High,WARNING
zone4,27.183849253956897,8.803301053738561,1008.5933622144089,High,SAFE
zone4,23.923750929644292,7.053185242790942,1010.3349535861244,High,SAFE
zone3,25.98382737816519,31.608267873785195,1012.5796960885204,Medium,SAFE
zone1,24.25841615794829,15.322987986881087,1002.1872707155673,Low,SAFE
zone3,27.296973031917382,23.465038817307157,1007.3547366132685,Low,DANGER
zone1,28.036836758379103,19.53079421120816,1013.9713233981091,Low,SAFE
zone5,31.352874624550566,24.770408272231215,1003.7285528841537,Low,DANGER
zone2,28.653854747528325,20.768218910602553,1011.4677896608331,Low,SAFE
zone2,27.56179894238227,7.170077758114303,1003.217090976883,High,SAFE
zone2,29.658811162366977,29.962668194471398,1012.3321499121677,Low,DANGER
zone3,23.57772938198423,15.062434168386876,1009.8217925885126,Low,DANGER
zone5,28.47122911621713,4.43418101340249,1001.9243409204724,High,SAFE
zone1,29.541730387773935,15.718848390340874,1015.8236967722859,High,DANGER
zone4,25.04282750844032,35.00759790634311,1006.3270421160098,High,DANGER
zone1,30.287508086413858,28.50221742113493,1005.9487378149281,High,WARNING
zone4,28.67699281498883,16.513478655921407,1011.0028459861547,High,WARNING
zone1,27.169424172198397,16.507422956815713,1015.7431867471436,High,SAFE
zone5,29.26556373221257,16.783649487826175,1004.920890905108,Low,WARNING
zone4,32.54138571560879,40.76747983560841,1010.3083992492399,Low,DANGER
zone3,28.36373251011699,23.819354522315535,1012.1440825016529,Medium,SAFE
zone1,28.496441172600672,24.300416471910697,1013.4655280363157,Low,SAFE
zone1,27.081278200919513,30.302834540318422,1010.8822077763862,Low,DANGER
zone4,26.300311261070416,22.387891590265134,1008.1648608045834,High,WARNING
zone3,29.66067163308849,17.409578541792968,1005.8620488967564,High,SAFE
zone3,26.287832348182267,18.036501509150217,1010.4307194152319,Low,WARNING
zone5,28.143132474438787,19.28398740585936,1004.639304940072,Medium,SAFE
zone3,27.044685106469768,19.627777634901584,995.393247582527,High,WARNING
zone3,28.957959651492782,27.2762954363698,1012.1827990207884,Low,WARNING
zone3,28.667324210573895,20.519458858072994,1014.519674205431,Low,SAFE
zone2,30.0750798885158,27.326400772155793,998.1853378222908,Medium,DANGER
zone5,26.979967202290506,19.192834198914177,1004.9513464764503,Medium,WARNING
zone1,27.460250129413257,20.786351903160906,1013.095771305026,High,DANGER
zone4,26.042472568435386,0.017993154678922707,1020.2874773485585,High,SAFE
zone1,27.111413479847776,29.163276747024817,1010.103968538377,Low,SAFE
zone5,28.754600986089706,23.464884758979927,1006.3599852938544,Low,SAFE
zone4,29.513977233290703,29.98010109859652,1009.0855177944758,Medium,SAFE
zone5,26.15566935164475,-8.962553781936894,1016.8743820957409,High,SAFE
zone3,29.739211840211322,40.883747047807276,1006.7701791043773,Medium,DANGER
zone4,30.7112757176099,18.60410371844826,1006.0040399667487,Medium,SAFE
zone3,28.8268698064474,31.081828167375164,1007.5862823890899,High,WARNING
zone1,31.753591625116133,9.60094072874469,1005.2333569587064,High,SAFE
zone1,26.452421601792853,26.127739050625696,1010.6133515799739,High,SAFE
zone4,25.510690593377166,9.465844368263438,1018.1233922923478,High,SAFE
zone4,24.442559502191443,13.762310393041949,1011.6153963655802,High,SAFE
zone5,30.992088622978365,39.14031353866786,1008.7382324893686,High,DANGER
zone5,29.308731312708115,18.093175992366533,1008.5409436554223,Medium,DANGER
zone3,27.88883065817909,22.174328731797228,1002.1840459565167,Low,DANGER
zone4,28.559937252639642,28.700677306887542,1014.4155488857358,Low,SAFE
zone1,25.749021905403247,24.956818879726047,1009.610814014936,Low,DANGER
zone5,32.89150395923365,21.504189051435766,1009.0976004320469,Medium,WARNING
zone5,28.258442363950454,23.649610024662255,1025.9655378392242,Medium,DANGER
zone1,28.218789589209784,44.03415585238275,1011.4937645418285,High,DANGER
zone5,29.451533247797386,19.423812029664145,1006.2410447495241,Low,SAFE
zone3,28.962018463473427,22.010990467149675,1007.8682120189723,Medium,DANGER
zone4,28.447768048558263,30.506543960076122,1015.7422285459837,Low,DANGER
zone1,26.419051089109377,31.05525932957984,1010.5663520526888,Low,DANGER
zone4,28.94293671427199,31.870303055603802,1002.8086101084132,High,DANGER
zone5,31.764048992950066,26.387302220291847,1014.596144672876,High,WARNING
zone5,30.690840092309955,8.569950872695165,1006.6592795723051,High,SAFE
zone1,31.186373253278795,36.334315323010955,1019.3664888810878,High,DANGER
zone3,26.97756864713763,8.53654606981312,1015.4002403285732,High,SAFE
zone2,26.020790359482838,23.02635465239033,1007.7633905217062,High,DANGER
zone1,27.748426159800704,12.457241499806422,1016.4050818086756,High,SAFE
zone2,28.111449824577388,19.358616534070073,1010.339277552637,High,DANGER
zone2,30.188383036941897,23.287624103034805,1014.2638683756111,High,WARNING
zone3,24.61507074057036,23.21357215450273,1012.4236640864724,Low,SAFE
zone2,31.059100638921226,24.219207542352848,1005.7682167250456,High,SAFE
zone2,27.683984202842023,36.13711269058647,1006.7822508384127,Low,DANGER
zone3,27.14623786010516,24.535343015139798,1015.1498040879057,Medium,DANGER
zone2,25.975791249479666,17.558433647093512,1008.3261233394672,Low,DANGER
zone2,24.690286656268462,29.64087168288357,1007.98175768379,Low,WARNING
zone2,29.64634116792383,31.894704889246405,1005.2243871032532,High,WARNING
zone1,28.146635934376807,7.723921848630075,1012.1179953279673,High,SAFE
zone1,25.420078200517892,25.97400069849858,1020.3126245962158,Medium,DANGER
zone1,25.409842455872766,27.011727423108983,1004.6623354287286,Medium,WARNING
zone3,27.328430601419743,17.024364966400082,1010.1210972833638,Medium,DANGER
zone5,31.338043050578786,33.75706813311619,1017.0611027770772,Low,DANGER
zone2,27.48081729727279,18.499444129674732,1009.6017930437714,Medium,SAFE
zone2,24.99371409376379,21.25576453471542,1012.2618589812487,Low,SAFE
zone3,27.50851387182811,18.269281757161306,1004.6880323592655,Low,DANGER
zone2,27.45455286050466,20.155790475814676,1012.1415354860383,Low,DANGER
zone1,22.606226714116858,9.037249131047982,1009.0642786749772,High,SAFE
zone5,27.891410266964375,5.599491174057057,1014.9286499783993,High,SAFE
zone4,27.538130939582643,35.94505063224972,1015.9369302578237,High,DANGER
zone2,29.392412729626837,11.530386516816723,1022.947818210093,High,SAFE
zone1,31.69791218989069,10.086076505436928,1012.8981658660679,High,SAFE
zone4,30.253130059095515,-1.533901136037148,1011.6289815829108,High,SAFE
zone5,27.46222261889034,13.610382523104978,1010.9719215078867,High,SAFE
zone4,25.78694818251666,6.769102065925017,1008.2341685359465,High,SAFE
zone1,33.14671960649972,36.42015160136369,1011.6924192173085,Medium,DANGER
zone4,28.118436868028976,30.098170893426342,1008.5229929493048,Medium,SAFE
zone3,28.027858583825893,13.118496548222762,1010.8423048813481,High,SAFE
zone4,27.951749825779995,42.52435805344309,1016.5879876780398,Low,DANGER
zone2,28.39616952153571,29.81765486991594,1004.9672871736018,Medium,DANGER
zone2,27.711279176152114,16.751686164913774,1015.6993928056452,Medium,SAFE
zone3,26.85267598623953,-4.994057148735731,1016.5855753366993,High,SAFE
zone1,26.906282117519215,42.90942572590742,1009.4096573650446,Medium,DANGER
zone2,27.934493459568003,6.10427533236404,999.390725504957,High,SAFE
zone5,26.91315045773247,3.5460125304310814,1006.9608900645278,High,SAFE
zone2,26.574308434645673,30.225704320096405,1016.4849727328055,High,WARNING
zone2,28.212860455383794,44.39752406339273,1009.8856596885056,Low,DANGER
zone1,27.49004556515829,33.84272818510518,1005.0034888385254,Low,SAFE
zone4,31.007985977165376,25.639091200523595,1007.4761253938589,Medium,SAFE
zone2,22.698060383213978,25.94754341665286,1014.2031001325228,Low,SAFE
zone3,30.183013703844924,28.534155587803077,1012.7336678410069,Low,WARNING
zone4,30.49217038499526,27.58928589786765,1008.8053395041516,Low,WARNING
zone5,23.8532195351837,22.811914239693756,1008.1658779409265,Medium,SAFE
zone1,27.314624811839302,21.042011039518762,1008.0412092547809,Medium,SAFE
zone5,27.257118268008416,19.374068721004775,1005.3879490775075,Low,WARNING
zone4,25.18497661056436,12.460354111333238,1018.0768784473472,High,SAFE
zone4,26.44436662481825,17.19324923133226,1008.3883976539433,Medium,DANGER
zone4,25.778848309068344,3.0704318580461454,1016.0857926041275,High,SAFE
zone5,31.504540886847245,19.016603732052502,1017.6065802596122,Low,SAFE
zone4,29.87135678629492,10.114088928490826,1014.9915544907398,High,SAFE
zone5,30.54311018998832,8.96410682784229,1007.8418984364098,High,SAFE
zone4,29.44334412808647,21.798941511534785,1012.018650451683,High,DANGER
zone3,25.74189645756554,33.92002286344599,1009.8790219680454,High,WARNING
zone4,26.950959467440452,29.18316606002313,1005.4814906963494,High,DANGER
zone5,28.978749122455834,4.2949939637682295,1011.621796408608,High,SAFE
zone2,25.55574438221611,10.103718634296625,1004.1048010442009,High,SAFE
zone4,29.425996860344775,29.407711879882157,1015.9383969423078,High,DANGER
zone2,27.51934920368373,10.175126064616904,1007.676913513508,High,SAFE
zone3,27.250358384900807,17.753668500029754,1011.0057982793642,Low,SAFE
zone1,29.421919936406983,25.50052099024552,1011.4164393577307,High,SAFE
zone3,28.88852662297208,10.316555451363648,1008.7054751314796,High,SAFE
zone4,27.27806766836184,21.053755061459597,1012.9334690073764,High,DANGER
zone2,30.318659606728495,6.659745050817955,1007.6254817168874,High,SAFE
zone2,25.837873344800204,13.986323560487863,1014.3564864872862,High,SAFE
zone5,29.231871213888528,23.19781934142537,1003.2701015987662,Low,WARNING
